ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a anonymoususer, I want to view a list of sponsors, so that I can thank all the awesome sponsors.","User Story:
As a anonymoususer, I want to access a comprehensive list of sponsors so that I can express my gratitude to all the remarkable sponsors who support our initiatives.

Acceptance Criteria:
- The list of sponsors must be displayed clearly and be accessible without requiring user authentication.
- The list should include at least 10 sponsors, with their names and logos visible.
- A thank-you message or feature should be available for users to easily acknowledge each sponsor.

Test Outline:
- Verify that the list of sponsors is accessible to anonymous users without any login requirements.
- Check that the list contains a minimum of 10 sponsors, ensuring all names and logos are correctly displayed.
- Test the functionality of the thank-you feature to confirm it allows users to acknowledge sponsors effectively.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a anonymoususer, I want to view a list of user profiles, so that I know who is attending the conference.","User Story:
As a anonymoususer, I want to access a comprehensive list of user profiles attending the conference so that I can identify participants and network effectively.

Acceptance Criteria:
- The user profiles list must display at least 50% of the registered attendees.
- Each profile should include key information such as name, title, and organization.
- The list should load within 3 seconds to ensure a smooth user experience.

Test Outline:
- Verify that the list of user profiles includes at least half of the total registered attendees.
- Check that each profile contains the required information fields.
- Measure the loading time of the profiles list to confirm it meets the 3-second requirement.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US003,"As a trainingcoordinator, I want to email all the trainers at once from the website for info and updates, so that It is easier to use.","User Story:
As a trainingcoordinator, I want to send a single email to all trainers directly from the website for information and updates, so that I can streamline communication and ensure timely dissemination of important details.

Acceptance Criteria:
- Implement a feature that allows the training coordinator to select and email all trainers with one action.
- Ensure that the email is sent successfully to 100% of the trainers listed in the system.
- Confirm that the email includes all relevant information and updates, with a clear subject line and body content.

Test Outline:
- Test the functionality by sending a test email to all trainers and verify that it is received by each trainer.
- Review the content of the email to ensure it contains the necessary information and is formatted correctly.
- Check the system logs to confirm that the email was sent without errors and to all intended recipients.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a attendee, I want to have a very clear map where the buildings and rooms are, so that I can make it to class on time.","User Story:
As a attendee, I want to access a detailed and user-friendly map that clearly indicates the locations of buildings and classrooms, so that I can navigate efficiently and arrive at my classes punctually.

Acceptance Criteria:
- The map must display all buildings and classrooms with clear labels and distinct markers.
- Users should be able to zoom in and out on the map for better visibility, with a maximum zoom level that allows for detailed room identification.
- The map should load within 3 seconds to ensure quick access for users.

Test Outline:
- Verify that the map includes all necessary locations and that labels are easily readable.
- Test the zoom functionality to ensure it works smoothly and provides detailed views of the rooms.
- Measure the loading time of the map to confirm it meets the 3-second requirement.","it (ISO 29148)
that (ISO 29148)
better (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)
better (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US005,"As a trainer, I want to edit my training node myself, so that the training coordinators don't have to and links to slides.","User Story:
As a trainer, I want to independently modify my training node and update links to the associated slides so that training coordinators can focus on other tasks, enhancing overall efficiency in the training process.

Acceptance Criteria:
- Enable trainers to access and edit their training node content without requiring coordinator intervention.
- Ensure that any changes made to the training node are saved and reflected in real-time.
- Allow trainers to successfully link or update at least 3 slide presentations per training session.

Test Outline:
- Verify that trainers can log in and access the editing interface for their training nodes.
- Check that changes made by trainers are saved and displayed correctly in the training node.
- Test the functionality of linking slides by having trainers update links and confirming they work as intended.","that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US006,"As a trainee, I want to limit to one registration per day per authenticated user, so that we don't have duplicate spaces.","User Story:
As a trainee, I want to enforce a restriction of one registration per day for each authenticated user, so that we can effectively prevent the creation of duplicate spaces and maintain data integrity.

Acceptance Criteria:
- Ensure that the system allows only one registration per authenticated user within a 24-hour period.
- Implement a notification system to inform users when they attempt to register more than once in a day.
- Track and log registration attempts to monitor compliance with the one-registration policy.

Test Outline:
- Attempt to register multiple times within a single day using the same authenticated user account to verify that the system blocks additional registrations.
- Check that users receive a clear notification message when they exceed the registration limit.
- Review the logs to confirm that all registration attempts are recorded accurately, reflecting the enforcement of the policy.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US007,"As a trainingcoordinator, I want to have an admin view that helps track registration status for each attendee so that, so that we can see if attendend, refunded, no show.","User Story:
As a trainingcoordinator, I want to access an administrative dashboard that provides a comprehensive overview of each attendee's registration status so that we can effectively monitor attendance, manage refunds, and identify no-shows.

Acceptance Criteria:
- The admin view must display the registration status for each attendee, including categories such as ""Attended,"" ""Refunded,"" and ""No Show.""
- The dashboard should update in real-time, reflecting any changes in registration status within 2 minutes of the event's conclusion.
- The system must allow filtering and sorting of attendees based on their registration status for easier management.

Test Outline:
- Verify that the admin view accurately displays the registration status for all attendees after the event.
- Check the update frequency of the dashboard to ensure it reflects changes within the specified time frame.
- Test the filtering and sorting functionalities to confirm they work correctly for different registration statuses.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US008,"As a attendee, I want to be added to a training waitlist, so that so they can be considered for a class.","User Story:
As a attendee, I want to enroll in a waitlist for a training session so that I can be prioritized for enrollment if spots become available, ensuring I have the opportunity to participate.

Acceptance Criteria:
- Successfully submit a request to join the training waitlist.
- Receive a confirmation email within 10 minutes of being added to the waitlist.
- Be notified of any available spots in the training class within 48 hours of the request.

Test Outline:
- Verify that the waitlist request is processed and the attendee receives a confirmation.
- Check the attendee's email for the confirmation message within the specified time frame.
- Monitor the communication process to ensure that notifications about available spots are sent within the 48-hour window.","that (ISO 29148)
can (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US009,"As a trainee, I want to must accept the cancellation terms with a checkbox, so that they can be accountable..","User Story:
As a trainee, I want to confirm my acceptance of the cancellation terms by checking a box, so that I can take responsibility for understanding the implications of my actions.

Acceptance Criteria:
- A checkbox must be present that requires the trainee to accept the cancellation terms before proceeding.
- The system should not allow the trainee to continue without checking the acceptance box.
- A confirmation message should be displayed upon successful acceptance of the terms.

Test Outline:
- Verify that the checkbox for accepting the cancellation terms is visible and functional on the interface.
- Attempt to proceed without checking the box to ensure the system prevents continuation.
- Check that a confirmation message appears after the checkbox is selected, indicating acceptance of the terms.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,2,3,1.0,4,4,0.0,3,4,1.0,4,4,0.0,2,4,2.0,3,4,1.0,—
US010,"As a trainingcoordinator, I want to tie in a cancellation deadline to whatever registration / cancellation workflow exists, so that so we don't loose money or spots.","User Story:
As a trainingcoordinator, I want to implement a cancellation deadline within the registration and cancellation workflow so that we can minimize financial losses and ensure optimal utilization of available spots.

Acceptance Criteria:
- Establish a clear cancellation deadline that is communicated to all participants at the time of registration.
- Ensure that at least 90% of participants adhere to the cancellation policy by tracking compliance rates.
- Implement a system that automatically updates available spots based on cancellations made before the deadline.

Test Outline:
- Review the registration process to confirm that the cancellation deadline is prominently displayed and acknowledged by participants.
- Analyze cancellation data to measure the percentage of participants who comply with the deadline.
- Monitor the availability of spots in real-time to verify that the system accurately reflects cancellations made prior to the deadline.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US011,"As a trainee, I want to add to ""my schedule"" if there is a schedule feature on the site, so that they can schedule their event experience.","User Story:
As a trainee, I want to utilize the scheduling feature on the site to add events to ""my schedule"" so that I can effectively manage and organize my event experiences.

Acceptance Criteria:
- Confirm the presence of a scheduling feature on the site that allows event additions.
- Ensure that users can successfully add at least 5 events to ""my schedule"" without errors.
- Validate that the added events are displayed accurately in ""my schedule"" within 2 seconds of the action.

Test Outline:
- Check the site for the availability of the scheduling feature and document its functionality.
- Attempt to add multiple events to ""my schedule"" and verify that the process completes without issues.
- Measure the time taken for the events to appear in ""my schedule"" after addition to ensure it meets the specified response time.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,2,4,2.0,3,5,2.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
