ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal profile on my page so that visitors can easily understand my background, interests, and skills, enhancing community engagement.

Acceptance Criteria:
- Provide a template that includes at least 5 distinct sections (e.g., biography, interests, skills, achievements, and contact information) for users to fill out.
- Ensure that each section allows for a minimum of 100 characters and a maximum of 500 characters to encourage detailed descriptions.
- Allow users to preview their profile before publishing to ensure accuracy and completeness.

Test Outline:
- Verify that the profile template includes the required sections and character limits.
- Check that users can successfully preview their profile before final submission.
- Confirm that the published profile displays all sections correctly and is accessible to other members.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application for the Certified Scrum Practitioner designation so that I can enhance my professional credentials and demonstrate my expertise in Scrum methodologies.

Acceptance Criteria:
- Successfully submit the application form with all required fields completed.
- Receive a confirmation email within 24 hours acknowledging the application submission.
- Achieve a processing time of no more than 5 business days to receive the certification decision.

Test Outline:
- Verify that the application form can be filled out and submitted without errors.
- Check the email inbox for a confirmation message within the specified timeframe after submission.
- Monitor the application processing timeline to ensure a decision is provided within 5 business days.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to enhance my profile page with comprehensive details about my qualifications and experience so that I can effectively showcase my expertise to potential clients and colleagues.

Acceptance Criteria:
- Include fields for at least 3 professional certifications or licenses to validate my qualifications.
- Add a section for a minimum of 5 years of relevant work experience, detailing specific roles and responsibilities.
- Allow the upload of a professional profile picture to personalize my profile.

Test Outline:
- Review the profile page to ensure all new fields for certifications and experience are present and functional.
- Verify that the information entered reflects accurately on the profile after submission.
- Check that the profile picture upload feature works correctly and displays the image as intended.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application process to obtain certification as a Certified Scrum Trainer, so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses and empower others to achieve their certifications.

Acceptance Criteria:
- Successfully submit the application form with all required information and documentation.
- Receive confirmation of application submission within 24 hours.
- Achieve a response regarding application approval or feedback within 14 business days.

Test Outline:
- Verify that the application form can be filled out and submitted without errors.
- Check for an email confirmation of submission within the specified timeframe.
- Monitor the timeline for feedback on the application to ensure it is received within 14 business days.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,5,2.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enrich my profile page with comprehensive information about my qualifications and training philosophy so that potential clients can make informed decisions about whether I am the ideal trainer to meet their fitness goals.

Acceptance Criteria:
- Include at least 3 key qualifications or certifications relevant to my training expertise.
- Add a personal training philosophy statement that is at least 100 words long.
- Provide a list of 5 specific training specialties or areas of focus that I offer.

Test Outline:
- Review the profile page to ensure it displays the required qualifications and certifications.
- Check the length and content of the training philosophy statement for completeness.
- Verify that the list of training specialties is present and accurately reflects my expertise.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the website that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise.

Acceptance Criteria:
- Successfully create and submit an article that includes a graphic representing my CSP or CST certification.
- Ensure the graphic is clearly visible and appropriately sized within the article layout.
- Confirm that the article is published on the site and accessible to users within 24 hours of submission.

Test Outline:
- Review the published article to verify the inclusion and visibility of the certification graphic.
- Check the article's accessibility on the website to ensure it can be found by users.
- Validate that the graphic accurately reflects the correct certification status.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,4,0.0,3,4,1.0,3,4,1.0,2,4,2.0,3,4,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to showcase my upcoming classes on my profile along with links to detailed pages for each class, so that potential attendees can easily access information about my courses and make informed decisions to join.

Acceptance Criteria:
- Display a list of at least 5 upcoming classes on the trainer's profile.
- Provide a direct link to a detailed page for each class, containing information such as schedule, location, and class description.
- Ensure that the class information is updated in real-time, reflecting any changes within 24 hours.

Test Outline:
- Verify that the profile displays a minimum of 5 upcoming classes.
- Check that each class has a functioning link to its detailed page.
- Confirm that any updates to class information are reflected on the profile within the specified time frame.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and browse the profiles of other members so that I can identify potential connections and expand my network effectively.

Acceptance Criteria:
- Successfully view profiles of at least 10 other members within 3 clicks from the homepage.
- Ensure that each profile displays key information such as name, interests, and connection status.
- Implement a search filter that allows members to find profiles based on specific criteria (e.g., location, interests) with at least 80% accuracy.

Test Outline:
- Track the number of clicks taken to access member profiles from the homepage to confirm it is ≤ 3.
- Review the displayed information on member profiles to ensure all key details are present.
- Test the search filter functionality to verify it returns relevant profiles based on the specified criteria.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to perform searches for profiles using specific criteria so that I can efficiently discover potential connections that align with my interests and networking goals.

Acceptance Criteria:
- Enable search functionality that allows filtering by at least 3 distinct fields (e.g., location, interests, and profession).
- Ensure that search results are returned within 3 seconds to maintain a smooth user experience.
- Provide at least 10 relevant profiles in the search results based on the selected criteria.

Test Outline:
- Test the search feature by applying various filters and confirming that results are generated based on the specified fields.
- Measure the response time of the search function to ensure it is ≤ 3 seconds.
- Review the search results to verify that at least 10 profiles are displayed and are relevant to the search criteria.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want to set my profile to private mode, ensuring that only my name is visible to others, so that I can protect my personal information and control what details are shared with the community.

Acceptance Criteria:
- Successfully toggle the profile privacy setting to private, restricting visibility to only the member's name.
- Ensure that no additional personal information is displayed to other users when the profile is set to private.
- Confirm that the privacy setting can be easily changed back to public by the member at any time.

Test Outline:
- Verify that the profile privacy setting can be activated and deactivated without errors.
- Check that only the member's name is visible to other users when the profile is private.
- Test the functionality to switch back to public mode and ensure all previous information is restored.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,5,2.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
