ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
A1US1O1,"As a passenger, I want the AV to detect hazards in real-time using AI sensors, so that my safety is ensured.","User Story:
As a passenger, I want the autonomous vehicle (AV) to utilize AI sensors for real-time hazard detection so that my safety is guaranteed during travel.

Acceptance Criteria:
- The AV must identify and respond to at least 95% of potential hazards within a 50-meter radius in real-time.
- The system should provide alerts to passengers within 2 seconds of detecting a hazard.
- The AI sensors must demonstrate a false positive rate of less than 5% in hazard detection scenarios.

Test Outline:
- Conduct tests to measure the percentage of hazards detected by the AV within the specified radius.
- Time the response from hazard detection to alert notification to ensure it meets the 2-second requirement.
- Analyze the data from the AI sensors to confirm the false positive rate remains below 5%.","it (ISO 29148)
that (ISO 29148)
less (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A1US2O1,"As a fleet manager, I want to monitor AV performance data via IoT, so that I can proactively manage maintenance.","User Story:
As a fleet manager, I want to access real-time performance data of autonomous vehicles (AVs) through IoT technology so that I can proactively identify maintenance needs and reduce downtime.

Acceptance Criteria:
- Receive performance data updates from all AVs at least every 5 minutes.
- Generate alerts for any performance metrics that exceed predefined thresholds (e.g., engine temperature > 90°C).
- Provide a dashboard view that displays the health status of each AV, with at least 90% accuracy in identifying maintenance requirements.

Test Outline:
- Monitor the frequency of performance data updates to ensure they occur within the 5-minute window.
- Simulate performance metric breaches to verify that alerts are generated correctly.
- Validate the dashboard's accuracy by cross-referencing the health status of AVs with actual maintenance records.","that (ISO 29148)
all (ISO 29148)
every (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A1US3O1,"As a driver, I want the AV to predict and prevent collisions using AI, so that accidents are significantly reduced.","User Story:
As a driver, I want the autonomous vehicle (AV) to utilize artificial intelligence to anticipate and avert potential collisions, so that the incidence of accidents is minimized by at least 50%.

Acceptance Criteria:
- The AI system must analyze real-time data from sensors to predict potential collision scenarios with a 90% accuracy rate.
- The AV should initiate preventive actions, such as braking or steering adjustments, within 1 second of detecting a potential collision.
- A reduction in collision incidents should be tracked and reported, aiming for a decrease of at least 50% in accidents over a 6-month period.

Test Outline:
- Conduct simulations to evaluate the AI's predictive accuracy and ensure it meets the 90% threshold.
- Measure the response time of the AV's preventive actions to confirm they occur within the 1-second requirement.
- Analyze accident data over a 6-month period to verify the targeted reduction in collision incidents.","it (ISO 29148)
that (ISO 29148)",2,4,2.0,1,4,3.0,3,5,2.0,2,5,3.0,3,5,2.0,1,5,4.0,2,5,3.0,—
A1US4O1,"As a transportation executive, I want the AV to optimize fuel consumption with AI, so that operational costs are minimized.","User Story:
As a transportation executive, I want the autonomous vehicle (AV) to utilize artificial intelligence for optimizing fuel consumption, so that we can achieve a reduction in operational costs by at least 15%.

Acceptance Criteria:
- The AI system must analyze driving patterns and adjust routes to decrease fuel usage by a minimum of 15%.
- Fuel consumption metrics should be tracked and reported monthly to ensure continuous improvement.
- The system should provide real-time feedback to drivers on fuel-efficient driving practices.

Test Outline:
- Evaluate fuel consumption data before and after implementing the AI optimization to confirm a reduction of at least 15%.
- Review monthly reports to ensure consistent tracking of fuel metrics and identify trends.
- Conduct driver assessments to verify the effectiveness of real-time feedback on driving behavior.","efficient (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A1US5O1,"As a passenger, I want the AV to navigate autonomously through traffic using AI and IoT, so that my travel is seamless and stress-free.","User Story:
As a passenger, I want the autonomous vehicle (AV) to navigate through traffic independently using advanced AI and IoT technologies, so that my travel experience is smooth, efficient, and free from stress.

Acceptance Criteria:
- The AV must successfully navigate through urban traffic with a success rate of 95% or higher.
- The system should respond to real-time traffic conditions and reroute within 10 seconds of detecting congestion.
- The AV should maintain an average travel time that is 20% shorter than traditional navigation methods.

Test Outline:
- Monitor the AV's navigation performance to ensure it meets the 95% success rate in various traffic scenarios.
- Simulate traffic conditions to verify the system's ability to reroute within the specified 10-second timeframe.
- Compare the average travel times of the AV against traditional navigation methods to confirm a 20% reduction.","efficient (ISO 29148)
it (ISO 29148)
that (ISO 29148)",2,4,2.0,1,4,3.0,2,5,3.0,2,5,3.0,3,5,2.0,1,5,4.0,2,5,3.0,—
A1US6O1,"As a commuter, I want the AV to handle driving tasks autonomously, so that I can use my travel time productively.","User Story:
As a commuter, I want the autonomous vehicle (AV) to manage all driving tasks independently so that I can utilize my travel time for productive activities, enhancing my overall efficiency.

Acceptance Criteria:
- The AV must demonstrate the ability to navigate and drive autonomously in 95% of urban and highway scenarios.
- The system should achieve a minimum safety rating of 4 out of 5 stars in independent safety assessments.
- Users should report a satisfaction rate of at least 85% regarding the AV's driving performance and their ability to engage in other activities during travel.

Test Outline:
- Conduct a series of driving tests in various environments to confirm the AV's autonomous navigation success rate.
- Review safety assessment reports to ensure the AV meets or exceeds the required safety rating.
- Collect user feedback through surveys to measure satisfaction levels with the AV's performance and the ability to use travel time productively.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A1US7O1,"As an environmental advocate, I want the AV to reduce emissions through AI-optimized routes, so that it contributes to a cleaner environment.","User Story:
As an environmental advocate, I want the autonomous vehicle (AV) system to minimize emissions by utilizing AI-optimized routing algorithms, so that it significantly contributes to a cleaner environment and supports sustainability goals.

Acceptance Criteria:
- Achieve a reduction in CO2 emissions by at least 20% compared to traditional routing methods.
- Optimize routes to ensure that at least 90% of trips are completed using the most efficient paths.
- Provide real-time feedback on emissions savings for each trip, allowing users to see the environmental impact.

Test Outline:
- Analyze the emissions data before and after implementing AI-optimized routes to confirm a 20% reduction.
- Track the percentage of trips that utilize optimized routes to ensure it meets or exceeds 90%.
- Review the real-time feedback mechanism to verify that it accurately displays emissions savings for users.","most (ISO 29148)
efficient (ISO 29148)
it (ISO 29148)
that (ISO 29148)",3,4,1.0,3,5,2.0,4,4,0.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A1US8O1,"As a software engineer, I want the AV to efficiently process large-scale sensor data using AI and IoT, so that it makes informed decisions quickly.","User Story:
As a software engineer, I want the autonomous vehicle (AV) system to effectively analyze and process extensive sensor data through AI and IoT technologies, so that it can make rapid and informed decisions in real-time scenarios.

Acceptance Criteria:
- The system must process at least 1,000 sensor data inputs per second with a latency of no more than 100 milliseconds.
- AI algorithms should achieve a decision accuracy rate of 95% or higher when interpreting sensor data.
- The integration of IoT devices should enable seamless data transmission with a failure rate of less than 1%.

Test Outline:
- Conduct performance tests to measure the number of sensor data inputs processed per second and the associated latency.
- Evaluate the accuracy of decisions made by the AI algorithms against a set of predefined scenarios to ensure the target accuracy is met.
- Monitor the data transmission from IoT devices to confirm that the failure rate remains below the specified threshold.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)
less (NASA ARM)",2,4,2.0,1,4,3.0,3,5,2.0,2,5,3.0,3,5,2.0,1,5,4.0,2,5,3.0,—
A1US9O1,"As a business strategist, I want to leverage AI and IoT in AVs to explore new market opportunities, so that the company can expand its revenue streams.","User Story:
As a business strategist, I want to harness the capabilities of AI and IoT in autonomous vehicles (AVs) to identify and capitalize on emerging market opportunities, so that the company can significantly diversify its revenue streams and enhance competitive advantage.

Acceptance Criteria:
- Conduct a comprehensive market analysis to identify at least 3 new revenue opportunities within 6 months.
- Develop a strategic plan that outlines the integration of AI and IoT technologies in AVs, with measurable goals for implementation by the end of the fiscal year.
- Present findings and recommendations to stakeholders, demonstrating potential revenue growth of at least 15% from new market segments.

Test Outline:
- Review the market analysis report to ensure it identifies the specified number of opportunities.
- Evaluate the strategic plan for clarity and feasibility, ensuring it includes measurable implementation goals.
- Assess the presentation to stakeholders for completeness and the projected revenue growth metrics.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
A1US10O1,"As a network administrator, I want the AV to maintain low-latency connectivity through IoT, so that it can communicate effectively for safe operations.","User Story:
As a network administrator, I want the antivirus (AV) system to ensure low-latency connectivity across IoT devices so that they can communicate efficiently, thereby enhancing operational safety and minimizing risks.

Acceptance Criteria:
- Maintain an average latency of less than 50 milliseconds for all IoT device communications.
- Ensure that 95% of connectivity instances achieve latency below 100 milliseconds.
- Implement monitoring tools to track and report latency metrics in real-time.

Test Outline:
- Conduct latency tests on IoT device communications to verify that the average latency remains below 50 milliseconds.
- Analyze connectivity logs to confirm that at least 95% of instances meet the latency requirement.
- Review the monitoring tool reports to ensure they accurately reflect real-time latency performance.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
less (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
