ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal description on my profile page so that others can easily understand my background, interests, and skills, fostering better connections within the community.

Acceptance Criteria:
- Users should be able to fill out at least 5 predefined fields (e.g., bio, interests, skills, achievements, and contact information) with a character limit of 300 characters per field.
- The profile description should be editable at any time, with changes saved and reflected in real-time for at least 99% of users.
- The system should allow users to preview their description before finalizing it, ensuring that at least 90% of users find the preview feature helpful.

Test Outline:
- Verify that users can successfully fill out and save information in all required fields, ensuring adherence to character limits.
- Conduct user testing to confirm that the real-time updates and preview features function correctly and meet user expectations.","it (ISO 29148)
that (ISO 29148)
better (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)
better (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application for the Certified Scrum Practitioner designation so that I can enhance my professional credentials and demonstrate my expertise in Scrum methodologies.

Acceptance Criteria:
- The application form should be accessible and fully functional, allowing users to submit their applications within 10 minutes.
- At least 90% of submitted applications should be processed and acknowledged within 24 hours.
- The application approval rate should be ≥85% based on the eligibility criteria outlined on the site.

Test Outline:
- Track the time taken by users to complete the application form to ensure it meets the 10-minute requirement.
- Monitor the processing time for applications and verify that 90% receive acknowledgment within the specified timeframe.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to add comprehensive details to my profile page so that I can effectively showcase my experience and qualifications to potential clients and collaborators.

Acceptance Criteria:
- Users should be able to include at least 5 additional fields in their profile, such as certifications, work history, and skills.
- The profile update process should allow for changes to be saved within 3 seconds, with a confirmation message displayed to the user.
- User engagement metrics should show a 30% increase in profile views after the additional details are implemented.

Test Outline:
- Verify that users can successfully add and save the new fields within the specified time frame.
- Analyze profile view statistics before and after the implementation to confirm the 30% increase in engagement.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application to become a Certified Scrum Trainer so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses, enabling me to certify others and contribute to the Scrum community.

Acceptance Criteria:
- The application form must be user-friendly and allow members to complete it within 15 minutes, with a completion rate of at least 90%.
- All submitted applications should be reviewed and processed within 10 business days, with a feedback response rate of 100%.
- The system should provide applicants with a confirmation email upon submission, ensuring that at least 95% of applicants receive this notification.

Test Outline:
- Track the average time taken by users to complete the application form to ensure it meets the 15-minute target.
- Monitor the processing time of applications and verify that feedback is provided within the 10-day timeframe.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enhance my profile page with comprehensive details about my qualifications and experience so that potential clients can make informed decisions about my suitability as their trainer.

Acceptance Criteria:
- The profile page should allow for the inclusion of at least 5 distinct sections, such as certifications, training specialties, client testimonials, and personal training philosophy.
- Users should be able to update their profile information, with changes reflected on the page within 5 seconds.
- The profile completion rate should increase by at least 30% among trainers after the implementation of these additional details.

Test Outline:
- Review a sample of trainer profiles to ensure all new sections are present and correctly formatted.
- Measure the time taken for trainers to update their profiles and verify that changes are displayed promptly.","that (ISO 29148)
these (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the site that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise.

Acceptance Criteria:
- The article must include a graphic that accurately represents my CSP or CST status, with a visibility rate of at least 90% on the article page.
- The article should be published within 5 business days of submission, ensuring timely sharing of knowledge.
- User engagement metrics, such as comments or shares, should increase by at least 15% after the article is published.

Test Outline:
- Review the published article to confirm the graphic is displayed correctly and is visible to users.
- Track the publication timeline to ensure it meets the 5-day requirement and analyze engagement metrics post-publication.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to display my upcoming classes on my profile along with links to detailed pages for each class, so that potential attendees can easily access information about my courses and make informed decisions to enroll.

Acceptance Criteria:
- The profile should list at least 5 upcoming classes with accurate dates and times, updated in real-time.
- Each class entry must include a functional link to a detailed page that provides comprehensive information, including syllabus, prerequisites, and instructor details.
- The system should ensure that at least 90% of users can access the class details page within 3 seconds of clicking the link.

Test Outline:
- Verify that the upcoming classes are displayed correctly on the trainer's profile and check for real-time updates.
- Test the functionality of the links to ensure they direct users to the correct detailed pages and measure the loading time for each page.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and view the profiles of other members so that I can identify potential connections and expand my network effectively.

Acceptance Criteria:
- Users should be able to view the profiles of at least 90% of other members without encountering errors or access issues.
- Profile loading times must not exceed 3 seconds for 95% of the requests.
- The system should provide a search and filter functionality that allows users to find members based on specific criteria (e.g., interests, location) with a success rate of ≥85%.

Test Outline:
- Conduct user testing to verify that members can access profiles without errors and track the percentage of successful accesses.
- Measure the loading times of member profiles to ensure compliance with the 3-second requirement.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to search for profiles using multiple criteria such as location, interests, and skills so that I can efficiently find and connect with individuals who share similar backgrounds or goals.

Acceptance Criteria:
- The search functionality should allow filtering by at least 3 different fields, with a success rate of ≥90% in returning relevant profiles.
- Search results should be generated within 3 seconds for 95% of queries.
- Users should be able to save their search criteria for future use, with at least 80% of users utilizing this feature within the first month of implementation.

Test Outline:
- Test the search feature with various combinations of criteria to ensure it meets the 90% relevance rate.
- Measure the response time for search queries to confirm it does not exceed 3 seconds.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want the option to set my profile to private, ensuring that only my name is visible to others, so that I can protect my personal information and maintain my privacy.

Acceptance Criteria:
- Users should be able to toggle the privacy setting within 1 minute, with a confirmation message displayed immediately after the change.
- When the profile is set to private, only the user's name should be visible to other members, with 100% compliance verified through user testing.
- The system must allow users to switch back to a public profile at any time, with changes reflected in real-time.

Test Outline:
- Measure the time taken for users to change their profile privacy settings to ensure it meets the 1-minute requirement.
- Conduct user testing to verify that only the name is displayed when the profile is set to private.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
