ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal description on my profile page so that others can easily understand my background, interests, and skills.

Acceptance Criteria:
- Users should be able to input and format their descriptions using predefined sections (e.g., About Me, Skills, Interests) within 5 minutes.
- The system must allow for a minimum of 300 characters and a maximum of 1,000 characters in the description to ensure sufficient detail.
- At least 90% of users should report that the semi-structured format enhances their ability to convey information about themselves in a follow-up survey.

Test Outline:
- Measure the time taken by users to complete their profile descriptions and ensure it aligns with the 5-minute target.
- Analyze user feedback from the survey to assess the effectiveness of the semi-structured format in improving clarity and engagement.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application for the Certified Scrum Practitioner designation so that I can enhance my professional credentials and improve my career opportunities.

Acceptance Criteria:
- The application form must be completed and submitted within 10 minutes, ensuring a user-friendly experience.
- At least 90% of submitted applications should be processed without errors within 48 hours.
- Users should receive a confirmation email within 15 minutes of successful application submission.

Test Outline:
- Track the average time taken by users to fill out and submit the application form.
- Monitor the error rate during application processing and verify the timely delivery of confirmation emails.","that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to enhance my profile page with additional details about my experience and qualifications so that I can effectively showcase my expertise to potential clients and collaborators.

Acceptance Criteria:
- Users should be able to add at least 5 new fields to their profile, including certifications, work history, and skills.
- The profile update process must allow for changes to be saved successfully 95% of the time without errors.
- Users should receive a confirmation message within 20 seconds after successfully updating their profile details.

Test Outline:
- Verify that users can add and edit the new fields on their profile page without issues.
- Track the success rate of profile updates and measure the time taken to receive confirmation after changes are made.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application to become a Certified Scrum Trainer so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses, enabling me to certify others and enhance their professional development.

Acceptance Criteria:
- The application form must be completed and submitted within 15 minutes, ensuring a user-friendly experience.
- At least 90% of applications should be processed and reviewed within 5 business days.
- Applicants should receive a confirmation email within 1 hour of submission, detailing the next steps in the certification process.

Test Outline:
- Track the average time taken by users to complete the application form to ensure it meets the 15-minute target.
- Monitor the processing time for applications and the percentage of applications reviewed within the specified timeframe.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enhance my profile page with comprehensive details about my qualifications and experience so that potential clients can make informed decisions about my suitability as their trainer.

Acceptance Criteria:
- The profile page must allow for the inclusion of at least 300 words detailing my background, certifications, and training philosophy.
- Users should be able to view my profile updates within 1 minute of submission, ensuring timely access to information.
- The profile page should include a section for client testimonials, with a minimum of 5 testimonials displayed to enhance credibility.

Test Outline:
- Verify that the profile page supports the addition of detailed information and that it displays correctly after updates.
- Check the loading time for profile updates to ensure they are visible within the specified timeframe.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the site that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise.

Acceptance Criteria:
- The article must include a graphic that clearly indicates my CSP or CST status, with a visibility rate of at least 90% on the page.
- The article should be published within 48 hours of submission, ensuring timely sharing of knowledge.
- Reader engagement metrics, such as comments or shares, should increase by at least 15% within one month of publication.

Test Outline:
- Verify that the graphic is displayed correctly alongside the article and is easily identifiable.
- Track the publication timeline to ensure it meets the 48-hour requirement and analyze engagement metrics post-publication.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to display my upcoming classes on my profile along with links to detailed pages for each class, so that potential attendees can easily access information about my courses and make informed decisions about enrollment.

Acceptance Criteria:
- The profile must showcase at least 5 upcoming classes with accurate dates and times.
- Each class listing should include a functional link to a detailed page that provides comprehensive information, including class descriptions, prerequisites, and instructor credentials.
- The system should ensure that at least 90% of links to detailed class pages are operational and lead to the correct content.

Test Outline:
- Verify that the upcoming classes are displayed correctly on the trainer's profile and check for the accuracy of the information presented.
- Test all links to ensure they direct users to the appropriate detailed pages and assess the functionality of each link.","that (ISO 29148)
appropriate (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and view the profiles of other members so that I can identify potential connections and expand my network effectively.

Acceptance Criteria:
- Users should be able to view the profiles of at least 90% of other members without encountering errors.
- Profile loading time must not exceed 3 seconds for 95% of users.
- The system should allow users to filter profiles based on specific criteria (e.g., interests, location) with a success rate of 90% for accurate filtering.

Test Outline:
- Track the percentage of successful profile views and identify any errors encountered during access.
- Measure the loading time for profiles under various conditions to ensure compliance with the 3-second target.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to search for profiles using multiple criteria such as location, interests, and skills so that I can efficiently discover potential connections that align with my networking goals.

Acceptance Criteria:
- The search functionality must allow filtering by at least three distinct fields, such as location, interests, and skills.
- Search results should display relevant profiles with an accuracy rate of 90% based on the selected criteria.
- The average time to return search results should be under 3 seconds for 95% of queries.

Test Outline:
- Test the search feature by inputting various combinations of criteria and measuring the accuracy of the returned profiles.
- Monitor the response time for search queries to ensure compliance with the 3-second target.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want to set my profile to private mode, where only my name is visible, so that I can protect my personal information and control what others can see about me.

Acceptance Criteria:
- Users should be able to toggle the privacy setting within 1 minute, with a success rate of 95% for the change to take effect immediately.
- When the profile is set to private, only the user's name should be displayed to others, with no additional personal information accessible.
- A confirmation message should be sent to the user within 15 seconds after the privacy setting is updated.

Test Outline:
- Verify the time taken for users to change their profile to private and ensure it meets the 1-minute target.
- Check that only the user's name is visible to others when the profile is set to private, confirming the privacy functionality.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
