ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal description on my profile page so that other users can easily understand my background and interests, enhancing community engagement and increasing profile visits by at least 30%.

Acceptance Criteria:
- The description field must allow for a minimum of 150 characters and a maximum of 500 characters to ensure sufficient detail.
- Users should be able to select from at least 5 predefined categories (e.g., hobbies, professional background, skills) to structure their descriptions.
- The system should provide a preview feature that allows users to see how their description will appear before saving, with a usability satisfaction score of ≥85% in user testing.

Test Outline:
- Conduct user testing to measure the average time taken to complete the description and ensure it meets the character requirements.
- Analyze the increase in profile visits before and after implementing the semi-structured description feature.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application for the Certified Scrum Practitioner designation so that I can enhance my professional credentials and increase my career opportunities in agile project management.

Acceptance Criteria:
- The application form must be user-friendly and allow for completion in under 10 minutes for at least 85% of applicants.
- The system should validate all required fields in real-time, achieving a ≥95% accuracy rate in identifying incomplete submissions.
- Applicants should receive confirmation of their application submission within 2 minutes, with a follow-up on the status within 48 hours.

Test Outline:
- Conduct user testing to measure the average time taken to complete the application form and gather feedback on usability.
- Monitor the submission process to ensure that validation errors are correctly flagged and that confirmation emails are sent promptly.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to enhance my profile page by adding more detailed information about my professional experience so that I can effectively showcase my qualifications and increase my visibility to potential clients or employers, aiming for a 30% increase in profile views.

Acceptance Criteria:
- The profile page must allow for the inclusion of at least 5 additional fields for experience details, such as certifications, projects, and skills.
- Users should be able to update their profiles in under 2 minutes, with a completion rate of ≥90% during user testing.
- The system should provide a preview of the profile changes before saving, with at least 95% of users reporting satisfaction with the preview feature.

Test Outline:
- Conduct user testing to measure the time taken to add and save additional details on the profile page.
- Analyze user feedback on the usability of the new fields and the effectiveness of the preview feature.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)
more (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application process to become a Certified Scrum Trainer so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses, enabling me to certify at least 100 new Scrum practitioners annually.

Acceptance Criteria:
- The application form must be user-friendly, allowing completion in under 15 minutes for 90% of applicants.
- At least 95% of applicants should receive confirmation of their application status within 48 hours.
- The system should track the number of certified trainers and aim for a growth rate of ≥20% in new trainers each year.

Test Outline:
- Conduct user testing to measure the time taken to complete the application and gather feedback on the user experience.
- Monitor application processing times and confirm that the majority of applicants receive timely status updates.","that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enhance my profile page with comprehensive details about my qualifications, experience, and training philosophy so that potential clients can make informed decisions about my suitability as their trainer, increasing my client engagement rate by at least 20%.

Acceptance Criteria:
- The profile page must include sections for certifications, years of experience, and client testimonials, with at least 3 testimonials displayed prominently.
- Users should be able to view my training philosophy in a clear and concise format, achieving a readability score of ≥80% on the Flesch-Kincaid scale.
- The profile should allow for updates to be made within 5 minutes, ensuring that information remains current.

Test Outline:
- Gather feedback from users on the clarity and appeal of the enhanced profile page through a survey, aiming for a satisfaction rate of ≥85%.
- Monitor the increase in profile views and inquiries from potential clients before and after the updates are implemented.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the site that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise, enhancing my credibility and engagement by at least 20%.

Acceptance Criteria:
- The article must feature a visible graphic that clearly indicates my CSP or CST status, achieving a visibility rate of ≥90% among readers.
- The article should receive at least 100 views within the first week of publication.
- Reader engagement, measured through comments or shares, should increase by at least 20% compared to previous articles without certification graphics.

Test Outline:
- Track the number of views and engagement metrics for the article within the first week of publication.
- Conduct a survey to assess reader recognition of the certification graphic and its impact on their perception of the article's credibility.","that (ISO 29148)
can (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to display my upcoming classes on my profile along with links to detailed pages for each course so that potential attendees can easily access information about my offerings, increasing course enrollment by at least 20%.

Acceptance Criteria:
- The profile must showcase at least 5 upcoming classes with clear titles, dates, and times.
- Each class listing should include a functional link to a detailed page, achieving a click-through rate of ≥ 75% from profile visitors.
- The detailed pages must provide comprehensive information, including course descriptions, prerequisites, and registration details, with a user satisfaction score of at least 4.5 out of 5 in feedback surveys.

Test Outline:
- Monitor the number of clicks on the class links from the profile to assess the click-through rate.
- Collect and analyze feedback from users who visit the detailed pages to evaluate satisfaction and clarity of information provided.","that (ISO 29148)
can (NASA ARM)",4,5,1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and browse the profiles of other members so that I can identify potential connections and expand my network, increasing my engagement with the community by at least 30%.

Acceptance Criteria:
- The profile viewing feature must allow members to view at least 10 profiles per page, with a loading time of ≤ 2 seconds for each profile.
- Members should be able to filter profiles based on interests, location, and activity level, with at least 80% of users finding the filtering options useful in surveys.
- The system should track the number of connections made through profile views, aiming for a minimum of 100 new connections per month.

Test Outline:
- Conduct performance testing to ensure that profile pages load within the 2-second limit.
- Gather user feedback through surveys to assess the effectiveness of the filtering options and overall satisfaction with the profile viewing experience.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to implement a profile search feature that allows filtering based on specific fields such as location, interests, and skills, so that I can efficiently discover potential connections, increasing my networking opportunities by at least 30%.

Acceptance Criteria:
- The search functionality must return relevant profiles within 5 seconds for 95% of queries.
- Users should be able to filter search results by at least 3 different fields simultaneously.
- The feature should include an option to save search criteria, with a success rate of ≥90% in retaining user preferences across sessions.

Test Outline:
- Conduct performance testing to measure the response time of the search feature under various load conditions.
- Gather user feedback on the effectiveness of the filtering options through surveys to ensure they meet the desired criteria.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want to have the option to set my profile to private, ensuring that only my name is visible to others, so that I can protect my personal information and maintain my privacy, reducing unwanted attention by at least 80%.

Acceptance Criteria:
- The private profile setting must be easily accessible and allow users to toggle privacy with a maximum of 2 clicks.
- When a profile is marked as private, only the user's name should be displayed, with a compliance rate of ≥95% during user testing.
- Users should receive a confirmation message upon changing their profile to private, with a response time of ≤ 3 seconds.

Test Outline:
- Conduct user testing to verify the ease of accessing and toggling the private profile setting.
- Review profiles marked as private to ensure that only names are visible and no additional personal information is accessible.","that (ISO 29148)
can (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,3,5,2.0,4,5,1.0,—
