ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal description on my profile page so that others can easily understand my background, interests, and skills.

Acceptance Criteria:
- Users must be able to input and format their descriptions using at least 5 predefined categories (e.g., background, interests, skills, achievements, and hobbies).
- The character limit for each category should be set to a maximum of 500 characters to ensure concise information sharing.
- The profile description should be viewable by other members within 2 seconds of loading the page.

Test Outline:
- Verify that users can successfully input and format their descriptions according to the predefined categories.
- Check that the character limit is enforced for each category during the input process.
- Measure the loading time of the profile page to ensure it displays the description within the 2-second requirement.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application for the Certified Scrum Practitioner designation so that I can enhance my professional credentials and demonstrate my expertise in Scrum methodologies.

Acceptance Criteria:
- The application form must be submitted successfully within 5 minutes for at least 90% of applicants.
- All required fields should be validated, ensuring that 95% of submissions are error-free upon first attempt.
- Applicants should receive a confirmation email within 2 hours of submission, detailing the next steps in the certification process.

Test Outline:
- Time the application submission process for a sample group to ensure it meets the 5-minute requirement.
- Review a sample of submitted applications to verify that 95% are completed without errors on the first attempt.
- Monitor the email system to confirm that confirmation messages are sent within the 2-hour timeframe.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to enhance my profile page with additional details about my professional background so that I can effectively showcase my experience and attract potential clients or collaborators.

Acceptance Criteria:
- Users must be able to add at least 5 new fields to their profile, including work history, certifications, and skills.
- The profile update process should be completed within 3 seconds after submission, ensuring a seamless experience.
- At least 85% of users should report that the additional details improve their ability to connect with others, as measured in a follow-up survey.

Test Outline:
- Verify that users can successfully add and save new fields to their profile without errors.
- Measure the time taken for the profile update process to ensure it does not exceed 3 seconds.
- Conduct a user satisfaction survey post-implementation to assess the perceived value of the additional profile details.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application to become a Certified Scrum Trainer so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses and certify aspiring Scrum professionals.

Acceptance Criteria:
- The application form must be submitted successfully within 5 minutes, ensuring a streamlined process.
- At least 95% of applicants should receive feedback on their application status within 10 business days.
- The application process should include a checklist of required qualifications, with ≥90% of applicants confirming they understand the requirements before submission.

Test Outline:
- Measure the time taken for users to complete and submit the application form to ensure it does not exceed 5 minutes.
- Track the response time for application status notifications to confirm that 95% of applicants receive feedback within the 10-day timeframe.
- Conduct a survey to assess applicants' understanding of the qualifications checklist prior to submission.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enhance my profile page with comprehensive details about my qualifications and experience so that potential clients can assess my suitability as their trainer and make informed decisions.

Acceptance Criteria:
- The profile page must allow for the inclusion of at least 300 words of text detailing my background, expertise, and training philosophy.
- Users should be able to upload up to 5 images or documents that showcase my certifications and past training sessions.
- The profile update process should be completed within 2 minutes, ensuring a user-friendly experience.

Test Outline:
- Review the profile page to ensure it accommodates the specified word count and media uploads.
- Conduct user testing to confirm that the profile update process is completed within the 2-minute timeframe.
- Gather feedback from users on the clarity and usefulness of the additional details provided in the profile.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the site that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise.

Acceptance Criteria:
- The article submission process must allow for the inclusion of a graphic, with a successful upload rate of ≥95%.
- The graphic must be displayed correctly alongside the article for 100% of published content.
- Articles should be published within 5 minutes of submission, ensuring timely sharing of information.

Test Outline:
- Test the article submission feature to ensure that graphics can be uploaded and displayed without errors.
- Review published articles to confirm that the certification graphic appears correctly next to each article.
- Measure the time taken from article submission to publication to ensure it meets the 5-minute requirement.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to display my upcoming classes on my profile along with links to detailed pages for each course so that potential attendees can easily access information and register for my sessions.

Acceptance Criteria:
- The profile must showcase at least 5 upcoming classes with accurate dates and times, updated in real-time.
- Each class listing should include a functional link to a detailed page that provides comprehensive information, achieving a click-through rate of ≥80% from profile views.
- Users should be able to view class details within 3 seconds of clicking the link to ensure a seamless experience.

Test Outline:
- Verify that the profile displays a minimum of 5 upcoming classes with correct information and that updates occur in real-time.
- Track the click-through rate from the profile to the detailed class pages to ensure it meets the 80% threshold.
- Measure the loading time of the detailed class pages to confirm they open within 3 seconds.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and view the profiles of other members so that I can identify potential connections and expand my network effectively.

Acceptance Criteria:
- Users must be able to view profiles of at least 95% of other members without encountering errors or access issues.
- Profile loading time should not exceed 3 seconds for 90% of the requests to ensure a seamless browsing experience.
- The system should provide a search and filter functionality that allows users to find specific members based on criteria such as interests or location, with a success rate of ≥85%.

Test Outline:
- Verify that users can access and view profiles of other members without errors by testing various member profiles.
- Measure the loading time for profile pages to ensure it meets the 3-second requirement.
- Test the search and filter functionality to confirm it returns relevant results for at least 85% of user queries.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to search for profiles using multiple criteria so that I can efficiently discover potential connections that align with my interests and goals.

Acceptance Criteria:
- The search functionality must allow filtering by at least 5 different fields (e.g., location, interests, profession, skills, and availability).
- Search results should be generated within 3 seconds for 95% of queries to ensure a responsive experience.
- The accuracy of the search results must be ≥85%, meaning that at least 85% of returned profiles should match the specified criteria.

Test Outline:
- Test the search feature by inputting various combinations of criteria and verifying that the results include profiles that meet the filters.
- Measure the time taken to return search results for different queries to ensure it does not exceed 3 seconds.
- Review the relevance of the search results against the input criteria to confirm that the accuracy rate meets or exceeds 85%.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want to set my profile to private mode, ensuring that only my name is visible to others, so that I can protect my personal information and control what details are shared.

Acceptance Criteria:
- Users must be able to toggle the privacy setting within 5 seconds, with immediate effect on their profile visibility.
- When the profile is set to private, at least 95% of users should only see the member's name and no other personal details.
- A confirmation message should be displayed within 2 seconds after the privacy setting is changed, confirming the update.

Test Outline:
- Measure the time taken for users to change their profile privacy setting and ensure it does not exceed 5 seconds.
- Conduct user testing to verify that when profiles are marked as private, only names are displayed to other members.
- Check that confirmation messages are sent promptly after the privacy setting is updated.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
