ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal description on my profile page so that other users can easily understand my background, interests, and skills.

Acceptance Criteria:
- Provide a template that includes at least 5 distinct sections (e.g., Biography, Interests, Skills, Achievements, and Contact Information) for users to fill out.
- Ensure that each section has a character limit of 250 characters to maintain conciseness and clarity.
- Allow users to preview their description before final submission to ensure accuracy and satisfaction.

Test Outline:
- Verify that the profile page includes the semi-structured template with the specified sections.
- Check that each section enforces the character limit of 250 characters during input.
- Confirm that users can view a preview of their description prior to saving it to their profile.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application for the Certified Scrum Practitioner designation so that I can officially validate my skills and enhance my professional credentials.

Acceptance Criteria:
- The application form must be accessible and fully functional, allowing submission without errors.
- Confirmation of application submission should be received within 24 hours.
- The application review process should be completed within 10 business days, with feedback provided to the applicant.

Test Outline:
- Test the application form to ensure all fields are operational and submissions are processed correctly.
- Monitor the email system to verify that confirmation messages are sent within the specified timeframe.
- Track the application review timeline to ensure feedback is delivered within the 10 business day window.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to enhance my profile page by adding more detailed information about my professional background and skills so that I can effectively showcase my experience and attract potential clients or employers.

Acceptance Criteria:
- Include fields for at least 3 new sections: professional summary, key skills, and notable projects.
- Ensure that each section allows for a minimum of 150 characters to provide comprehensive information.
- Validate that the updated profile is saved successfully and displayed correctly to users viewing my profile.

Test Outline:
- Check that the new fields for professional summary, key skills, and notable projects are present and editable on the profile page.
- Verify that the character limit for each section is enforced and that users can input the required information.
- Confirm that the updated profile displays the new details accurately when viewed by others.","that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application process to become a Certified Scrum Trainer so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses, enabling me to certify others and contribute to their professional development.

Acceptance Criteria:
- Successfully submit the application form with all required information and documentation.
- Receive confirmation of application receipt within 24 hours.
- Achieve a response regarding application approval or feedback within 14 business days.

Test Outline:
- Verify that the application form can be filled out and submitted without errors.
- Check for an email confirmation of application receipt within the specified timeframe.
- Monitor the timeline for feedback or approval to ensure it aligns with the 14 business day criterion.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,5,2.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enhance my profile page with comprehensive details about my background and expertise so that potential clients can make informed decisions about my suitability as their trainer.

Acceptance Criteria:
- Include a detailed biography that highlights my qualifications, experience, and training philosophy, with a minimum of 300 words.
- Add at least 3 testimonials from previous clients that reflect my training effectiveness and client satisfaction.
- Provide a list of certifications and specializations, ensuring that at least 5 relevant credentials are displayed.

Test Outline:
- Review the profile page to confirm that the biography meets the word count requirement and effectively communicates my qualifications.
- Verify that the testimonials are visible and accurately represent feedback from past clients.
- Check that the certifications and specializations are listed and that at least 5 credentials are included.","that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,5,2.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the site that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise.

Acceptance Criteria:
- The article must include a graphic that clearly indicates my CSP or CST certification status.
- The graphic should be displayed prominently alongside the article title or at the beginning of the article.
- Ensure that the article is published and accessible to users within 48 hours of submission.

Test Outline:
- Review the published article to confirm the presence and visibility of the certification graphic.
- Check that the article is live on the site within the specified 48-hour timeframe.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,3,0.0,4,4,0.0,3,4,1.0,3,4,1.0,2,4,2.0,3,4,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to display my upcoming classes on my profile along with links to detailed pages for each course, so that potential attendees can easily access information about my offerings and make informed decisions.

Acceptance Criteria:
- List at least 5 upcoming classes on the trainer's profile with accurate dates and times.
- Provide a functional link for each class that directs users to a detailed course page with comprehensive information.
- Ensure that the class listings are updated in real-time to reflect any changes in schedule or availability.

Test Outline:
- Verify that the profile displays a minimum of 5 upcoming classes with correct details.
- Click on each class link to confirm it redirects to the appropriate detailed course page.
- Check the system for real-time updates to ensure that any changes in class schedules are reflected immediately on the profile.","it (ISO 29148)
that (ISO 29148)
appropriate (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and browse the profiles of other members so that I can identify potential connections and expand my network effectively.

Acceptance Criteria:
- Users should be able to view at least 10 profiles per page with relevant information displayed.
- The profile viewing feature must load within 3 seconds to ensure a smooth user experience.
- A search and filter option should be available, allowing users to find members based on specific criteria (e.g., location, interests).

Test Outline:
- Verify that the profile viewing page displays a minimum of 10 profiles with essential details.
- Measure the loading time of the profile viewing feature to confirm it is ≤ 3 seconds.
- Test the search and filter functionality to ensure it accurately returns relevant member profiles based on user input.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to perform searches for profiles using specific criteria so that I can efficiently discover potential connections that align with my interests and goals.

Acceptance Criteria:
- Enable search functionality that allows filtering by at least 3 distinct fields (e.g., location, interests, and profession).
- Ensure that search results are returned within 3 seconds of submitting the query.
- Provide a minimum of 10 relevant profiles in the search results based on the selected criteria.

Test Outline:
- Test the search feature by applying various filters and verify that at least 3 fields can be used simultaneously.
- Measure the response time of the search results to confirm it is ≤ 3 seconds.
- Review the search results to ensure that at least 10 profiles are displayed that match the specified search criteria.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want to set my profile to private mode, ensuring that only my name is visible to others, so that I can protect my personal information and control what details are shared with the community.

Acceptance Criteria:
- The profile privacy setting must be easily accessible and allow users to toggle between public and private modes.
- When the profile is set to private, only the member's name should be displayed, with all other personal information hidden from view.
- Users should receive a confirmation notification when their profile privacy setting is successfully updated.

Test Outline:
- Verify that the privacy setting option is present and functional in the user profile settings.
- Check that when the profile is marked as private, only the name appears on the public view, with all other details concealed.
- Confirm that a notification is sent to the user upon successfully changing their profile to private.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
