ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US001,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.","User Story:
As a site member, I want to create a semi-structured personal profile on my page so that other users can easily access and understand my background, interests, and skills.

Acceptance Criteria:
- Provide a template that includes at least 5 distinct sections (e.g., Biography, Interests, Skills, Achievements, and Contact Information) for users to fill out.
- Ensure that each section allows for a minimum of 100 characters and a maximum of 500 characters to encourage detailed descriptions.
- Implement a preview feature that enables users to see how their profile will appear to others before finalizing the changes.

Test Outline:
- Verify that the profile creation template includes the required sections and character limits.
- Check that the preview feature accurately reflects the content entered in each section before submission.
- Confirm that the completed profiles are displayed correctly on the user's page for others to view.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US002,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.","User Story:
As a site member, I want to complete an application process to obtain the Certified Scrum Practitioner designation, so that I can enhance my professional credentials and demonstrate my expertise in Scrum methodologies.

Acceptance Criteria:
- Successfully submit the application form with all required fields completed.
- Receive confirmation of application submission within 24 hours.
- Achieve a processing time for application review of no more than 5 business days.

Test Outline:
- Verify that the application form can be filled out and submitted without errors.
- Check for an automated confirmation email sent to the applicant within the specified timeframe.
- Monitor the application review process to ensure it is completed within the 5-day target.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US003,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.","User Story:
As a Practitioner, I want to enhance my profile page by adding more detailed information about my qualifications and experiences so that I can effectively showcase my expertise and attract potential clients or employers.

Acceptance Criteria:
- Allow the addition of at least 5 new fields for professional details, such as certifications, work history, skills, and projects.
- Ensure that users can upload a profile picture and a portfolio of work, with a maximum file size of 5MB for each.
- Implement a preview feature that allows users to see how their profile will appear to others before saving changes.

Test Outline:
- Verify that users can successfully add and save new fields to their profile without errors.
- Check that the profile picture and portfolio uploads function correctly and adhere to the specified file size limits.
- Test the preview feature to ensure it accurately reflects the changes made to the profile before final submission.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US004,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.","User Story:
As a site member, I want to complete an application process to obtain certification as a Certified Scrum Trainer (CST) so that I can effectively teach Certified Scrum Master (CSM) and Certified Scrum Product Owner (CSPO) courses, enabling me to certify aspiring Scrum practitioners.

Acceptance Criteria:
- Successfully submit the application form with all required information and documentation.
- Receive confirmation of application submission within 24 hours.
- Achieve a response regarding the application status within 14 business days.

Test Outline:
- Verify that the application form can be filled out and submitted without errors.
- Check for an automated confirmation email sent to the applicant within the specified timeframe.
- Track the timeline for receiving feedback on the application status to ensure it aligns with the 14-day target.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,4,0.0,3,4,1.0,4,4,0.0,2,4,2.0,3,4,1.0,—
US005,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.","User Story:
As a Trainer, I want to enrich my profile page with comprehensive details about my qualifications and training philosophy so that potential clients can make informed decisions about whether I am the ideal trainer to meet their fitness goals.

Acceptance Criteria:
- Include at least 3 specific qualifications or certifications relevant to my training expertise.
- Provide a detailed description of my training philosophy and approach, consisting of a minimum of 150 words.
- Add testimonials from at least 2 previous clients to enhance credibility and showcase my effectiveness as a trainer.

Test Outline:
- Review the profile page to ensure that the qualifications and certifications are clearly listed and accurate.
- Check the training philosophy section for completeness and adherence to the word count requirement.
- Verify the presence of client testimonials and assess their relevance and authenticity.","that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US006,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.","User Story:
As a Practitioner, I want to publish an article on the website that includes a small graphic displaying my Certified Scrum Professional (CSP) or Certified Scrum Trainer (CST) status, so that readers can easily recognize my qualifications and expertise.

Acceptance Criteria:
- The article must include a graphic that clearly indicates either CSP or CST status.
- The graphic should be displayed prominently alongside the article title or author section.
- Ensure that the article is published and accessible to users within 24 hours of submission.

Test Outline:
- Review the published article to confirm the presence and visibility of the certification graphic.
- Check that the article is live on the website within the specified timeframe after submission.
- Validate that the graphic accurately represents the correct certification status.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,3,0.0,4,4,0.0,3,4,1.0,3,4,1.0,2,4,2.0,3,4,1.0,—
US007,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.","User Story:
As a trainer, I want to showcase my upcoming classes on my profile along with links to detailed pages for each class, so that potential attendees can easily access information about my courses and make informed decisions to join.

Acceptance Criteria:
- Display a list of at least 5 upcoming classes on the trainer's profile.
- Each class entry must include a direct link to a detailed page that provides comprehensive information, including schedule, location, and registration details.
- Ensure that the class information is updated in real-time to reflect any changes or cancellations.

Test Outline:
- Verify that the profile displays the correct number of upcoming classes listed.
- Click on each class link to ensure it directs to the appropriate detailed page with all necessary information.
- Check the system for real-time updates to confirm that any changes to class schedules are accurately reflected on the profile.","it (ISO 29148)
that (ISO 29148)
appropriate (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US008,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.","User Story:
As a site member, I want to access and browse the profiles of other members so that I can identify potential connections and expand my network effectively.

Acceptance Criteria:
- The profile viewing feature must allow access to at least 100 member profiles per session.
- Profiles should load within 3 seconds to ensure a smooth browsing experience.
- Users should be able to filter profiles based on at least 5 different criteria (e.g., location, interests, activity level).

Test Outline:
- Verify that users can successfully view a minimum of 100 profiles during a single session without errors.
- Measure the loading time of member profiles to ensure it does not exceed 3 seconds.
- Test the filtering functionality to confirm that users can apply at least 5 different criteria to refine their profile searches.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US009,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.","User Story:
As a site member, I want to perform searches for user profiles using specific criteria so that I can efficiently discover potential connections that align with my interests and networking goals.

Acceptance Criteria:
- Enable search functionality that allows filtering by at least 3 distinct fields (e.g., location, interests, and profession).
- Ensure that search results are returned within 3 seconds of submitting the query.
- Provide a minimum of 10 relevant profiles in the search results based on the selected criteria.

Test Outline:
- Test the search feature by inputting various combinations of criteria to verify that it returns accurate results.
- Measure the response time of the search function to confirm it meets the 3-second requirement.
- Review the search results to ensure that at least 10 profiles are displayed and are relevant to the search parameters.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US010,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.","User Story:
As a site member, I want to set my profile to private mode, ensuring that only my name is visible to others, so that I can protect my personal information and control what details are shared with the community.

Acceptance Criteria:
- The profile privacy setting must be successfully changed to private, restricting visibility to only the member's name.
- Verify that no additional personal information (e.g., email, location, interests) is displayed to other users when the profile is set to private.
- Ensure that the privacy setting can be toggled back to public without issues, allowing full profile visibility when desired.

Test Outline:
- Check the profile settings to confirm that the privacy option can be activated and deactivated as intended.
- Test the visibility of the profile from another user account to ensure only the name is displayed when the profile is private.
- Validate that all personal information remains hidden when the profile is set to private.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
