ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
A1US1Ge,"As a driver, I want a car that uses AI and real-time data to react faster than humans in emergency situations, reducing my risk of accidents.","User Story:
As a driver, I want a vehicle equipped with AI and real-time data analytics that can respond to emergencies more swiftly than a human driver, thereby decreasing my likelihood of being involved in an accident.

Acceptance Criteria:
- The AI system must demonstrate a reaction time of ≤ 0.5 seconds in emergency scenarios, outperforming the average human reaction time of 1.5 seconds.
- The vehicle should reduce accident rates by at least 30% in controlled testing environments compared to traditional vehicles.
- The system must successfully identify and respond to 95% of potential hazards, as verified through real-world testing.

Test Outline:
- Conduct timed simulations to measure the AI's reaction time against human benchmarks in emergency situations.
- Analyze accident data from test drives to confirm a reduction in incidents by ≥ 30% compared to standard vehicles.","that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,4,4,0.0,4,4,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,4,0.0,—
A1US2Ge,"As a city planner, I want a traffic management system that uses AI and connected vehicles to optimize traffic flow and reduce congestion.","User Story:
As a city planner, I want an advanced traffic management system that leverages AI and connected vehicle technology to enhance traffic flow and minimize congestion, thereby improving overall urban mobility.

Acceptance Criteria:
- The system must demonstrate a reduction in average traffic congestion levels by at least 30% during peak hours within the first six months of implementation.
- AI algorithms should optimize traffic signal timings, resulting in a decrease in average vehicle wait times by 25% across major intersections.
- The system should integrate with at least 80% of connected vehicles in the area, ensuring real-time data sharing and responsiveness.

Test Outline:
- Analyze traffic data before and after system implementation to measure changes in congestion levels and vehicle wait times.
- Conduct surveys with drivers to assess their experience and satisfaction with traffic flow improvements.",that (ISO 29148),2,4,2.0,2,4,2.0,3,4,1.0,2,5,3.0,3,5,2.0,2,5,3.0,2,4,2.0,—
A1US3Ge,"As a car manufacturer, I want to develop AVs with advanced sensors and AI algorithms that can accurately perceive their surroundings and make safe driving decisions.","User Story:
As a car manufacturer, I want to create autonomous vehicles (AVs) equipped with cutting-edge sensors and sophisticated AI algorithms so that they can reliably detect their environment and make safe driving decisions, enhancing overall road safety.

Acceptance Criteria:
- The AVs must achieve a perception accuracy of at least 95% in identifying obstacles and road conditions during real-world testing.
- The AI algorithms should demonstrate the ability to make safe driving decisions with a success rate of ≥ 98% in simulated scenarios.
- The vehicles must be able to operate safely in diverse weather conditions (e.g., rain, fog) with a performance reliability of at least 90%.

Test Outline:
- Conduct extensive field tests to evaluate the accuracy of sensor data and the effectiveness of decision-making algorithms in various driving environments.
- Analyze the performance metrics of the AVs in both controlled simulations and real-world conditions to ensure they meet the established criteria.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A1US4Ge,"As a blind or visually impaired person, I want an AV that can safely navigate me around town, giving me greater independence.","User Story:
As a blind or visually impaired person, I want an autonomous vehicle (AV) that can navigate urban environments safely so that I can enjoy increased independence and mobility without relying on others.

Acceptance Criteria:
- The AV must successfully navigate through city streets with a 98% accuracy rate in identifying obstacles and traffic signals.
- The vehicle should provide real-time audio feedback about surroundings and navigation instructions within 1 second of detecting changes in the environment.
- Users should report a satisfaction rate of at least 85% regarding the AV's ability to enhance their independence during test rides.

Test Outline:
- Conduct field tests to measure the accuracy of obstacle detection and navigation in various urban scenarios.
- Gather user feedback through surveys after test rides to assess satisfaction levels and the effectiveness of audio feedback.","that (ISO 29148)
can (NASA ARM)",5,4,-1.0,4,4,0.0,4,5,1.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A1US5Ge,"As an environmentalist, I want AVs that are programmed for fuel efficiency and can reduce overall emissions and pollution in our cities.","User Story:
As an environmentalist, I want autonomous vehicles (AVs) to be optimized for maximum fuel efficiency so that they can significantly lower emissions and reduce urban pollution levels.

Acceptance Criteria:
- AVs must achieve a fuel efficiency improvement of at least 25% compared to traditional vehicles, as verified through standardized testing.
- The implementation of these AVs should lead to a reduction in greenhouse gas emissions by at least 30% in urban areas over a one-year period.
- User feedback should indicate a satisfaction rate of ≥ 85% regarding the environmental impact of AVs.

Test Outline:
- Conduct fuel efficiency tests comparing AVs to conventional vehicles to ensure a minimum 25% improvement.
- Monitor emissions data in cities where AVs are deployed to confirm a reduction of ≥ 30% over the specified timeframe.","that (ISO 29148)
these (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,3,4,1.0,2,5,3.0,4,5,1.0,2,5,3.0,3,4,1.0,—
A1US6Ge,"As a busy professional, I want an AV that can take me to meetings or appointments while I work on other tasks, saving me valuable time.","User Story:
As a busy professional, I want an autonomous vehicle (AV) that can transport me to meetings or appointments while I focus on other tasks, allowing me to maximize my productivity and save at least 30 minutes of valuable time per day.

Acceptance Criteria:
- The AV must successfully navigate to the destination with a success rate of ≥ 95% without requiring manual intervention.
- The vehicle should enable multitasking features, allowing users to complete at least 2 tasks during the journey, as reported in user feedback.
- The average travel time should be reduced by at least 20% compared to traditional commuting methods.

Test Outline:
- Monitor the success rate of the AV's navigation system during test drives to ensure it meets the 95% criterion.
- Conduct user surveys to assess the effectiveness of multitasking features and the perceived time savings during travel.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",5,4,-1.0,4,4,0.0,4,4,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,4,0.0,—
A1US7Ge,"As a safety advocate, I want clear regulations and safety standards for AVs to ensure the well-being of all road users.","User Story:
As a safety advocate, I want comprehensive and transparent regulations and safety standards for autonomous vehicles (AVs) so that I can ensure the protection and well-being of all road users, including pedestrians and cyclists.

Acceptance Criteria:
- Regulations must be established that require AVs to meet a minimum safety performance threshold of 95% in collision avoidance scenarios during testing.
- Safety standards should mandate regular audits and compliance checks at least every 6 months to ensure ongoing adherence to safety protocols.
- Public awareness campaigns must be implemented to inform at least 80% of road users about AV safety features and regulations within the first year of rollout.

Test Outline:
- Review test results from AVs to verify compliance with the 95% collision avoidance threshold.
- Monitor the frequency and outcomes of safety audits to ensure they occur every 6 months.
- Conduct surveys to assess public awareness levels regarding AV safety features and regulations.","that (ISO 29148)
all (ISO 29148)
every (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
A1US8Ge,"As a cybersecurity expert, I want AVs to be equipped with robust security measures to protect them from hacking and cyberattacks.","User Story:
As a cybersecurity expert, I want autonomous vehicles (AVs) to be integrated with advanced security protocols so that they can effectively defend against hacking attempts and cyberattacks, ensuring passenger safety and data integrity.

Acceptance Criteria:
- AVs must implement multi-layered security measures that reduce vulnerability to cyber threats by at least 80%, as verified through penetration testing.
- The system should detect and respond to potential cyber threats within 1 second, maintaining operational integrity.
- Regular security audits must be conducted quarterly, with a goal of identifying and mitigating 100% of critical vulnerabilities.

Test Outline:
- Perform simulated cyberattacks on AV systems to evaluate the effectiveness of security measures and response times.
- Review audit reports to ensure all critical vulnerabilities are addressed within the specified timeframe.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
A1US9Ge,"As a data privacy advocate, I want control over the data collected by AVs and ensure it's used responsibly and securely.","User Story:
As a data privacy advocate, I want to have comprehensive control over the data collected by autonomous vehicles (AVs) so that I can ensure it is utilized responsibly and securely, protecting user privacy and compliance with regulations.

Acceptance Criteria:
- Users must be able to access and manage their data preferences within 3 clicks, ensuring ease of use.
- At least 95% of data collection practices should comply with established privacy regulations, such as GDPR or CCPA, as verified by compliance audits.
- Users should receive clear notifications regarding data usage and sharing, with a response rate of ≥ 90% for inquiries about data handling.

Test Outline:
- Conduct usability testing to measure the number of clicks required for users to access and modify their data preferences.
- Perform compliance audits to assess adherence to privacy regulations and track the percentage of compliant data practices.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",2,4,2.0,2,4,2.0,2,5,3.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
A1US10Ge,"As a delivery company, I want to explore the use of AVs for efficient and cost-effective last-mile delivery services.","User Story:
As a delivery company, I want to investigate the implementation of autonomous vehicles (AVs) for last-mile delivery services so that we can enhance operational efficiency and reduce delivery costs by at least 20%.

Acceptance Criteria:
- Conduct a feasibility study that outlines potential cost savings and efficiency improvements, targeting a minimum of 15% reduction in delivery times.
- Pilot the use of AVs in at least two urban areas, achieving successful deliveries in ≥ 90% of test cases over a three-month period.
- Analyze customer satisfaction ratings post-delivery, aiming for a score of ≥ 4.5 out of 5 in feedback surveys.

Test Outline:
- Review the results of the feasibility study to ensure it meets the outlined cost and efficiency targets.
- Monitor the performance of AVs during the pilot program, documenting delivery success rates and customer feedback.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,4,2.0,2,5,3.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
